1.264000000000000019e-02 3.600000000000000000e+01 4.620000000000000107e+00 0.000000000000000000e+00 1.076000000000000068e+00 1.315000000000000036e+01 1.304000000000000057e+02 8.179999999999999716e+00 2.000000000000000000e+00 5.920000000000000000e+02 3.060000000000000142e+01 7.937999999999999545e+02 9.960000000000000853e+00 4.800000000000000000e+01
5.462000000000000188e-02 0.000000000000000000e+00 1.414000000000000057e+01 0.000000000000000000e+00 9.379999999999999449e-01 1.284200000000000053e+01 1.578000000000000114e+02 9.934200000000000585e+00 4.000000000000000000e+00 4.840000000000000000e+02 3.560000000000000142e+01 7.937999999999999545e+02 1.828000000000000114e+01 4.320000000000000284e+01
5.457999999999999657e-02 0.000000000000000000e+00 1.414000000000000057e+01 0.000000000000000000e+00 9.379999999999999449e-01 1.436999999999999922e+01 1.222000000000000028e+02 9.934200000000000585e+00 4.000000000000000000e+00 4.840000000000000000e+02 3.560000000000000142e+01 7.856599999999999682e+02 8.060000000000000497e+00 6.940000000000000568e+01
6.474000000000000588e-02 0.000000000000000000e+00 4.360000000000000320e+00 0.000000000000000000e+00 9.160000000000000364e-01 1.399600000000000044e+01 9.159999999999999432e+01 1.212439999999999962e+01 6.000000000000000000e+00 4.440000000000000000e+02 3.739999999999999858e+01 7.892599999999999909e+02 5.879999999999999893e+00 6.679999999999999716e+01
1.381000000000000005e-01 0.000000000000000000e+00 4.360000000000000320e+00 0.000000000000000000e+00 9.160000000000000364e-01 1.429400000000000048e+01 1.084000000000000057e+02 1.212439999999999962e+01 6.000000000000000000e+00 4.440000000000000000e+02 3.739999999999999858e+01 7.937999999999999545e+02 1.066000000000000014e+01 7.240000000000000568e+01
5.970000000000000306e-02 0.000000000000000000e+00 4.360000000000000320e+00 0.000000000000000000e+00 9.160000000000000364e-01 1.285999999999999943e+01 1.174000000000000057e+02 1.212439999999999962e+01 6.000000000000000000e+00 4.440000000000000000e+02 3.739999999999999858e+01 7.882400000000000091e+02 1.041999999999999993e+01 5.739999999999999858e+01
1.765799999999999870e-01 2.500000000000000000e+01 1.574000000000000021e+01 0.000000000000000000e+00 1.048000000000000043e+00 1.202399999999999913e+01 1.331999999999999886e+02 1.112100000000000044e+01 1.000000000000000000e+01 6.220000000000000000e+02 3.039999999999999858e+01 7.912000000000000455e+02 2.485999999999999943e+01 4.579999999999999716e+01
2.891000000000000236e-01 2.500000000000000000e+01 1.574000000000000021e+01 0.000000000000000000e+00 1.048000000000000043e+00 1.234399999999999942e+01 1.921999999999999886e+02 1.190099999999999980e+01 1.000000000000000000e+01 6.220000000000000000e+02 3.039999999999999858e+01 7.937999999999999545e+02 3.829999999999999716e+01 5.420000000000000284e+01
4.224800000000000222e-01 2.500000000000000000e+01 1.574000000000000021e+01 0.000000000000000000e+00 1.048000000000000043e+00 1.126200000000000045e+01 2.000000000000000000e+02 1.216419999999999924e+01 1.000000000000000000e+01 6.220000000000000000e+02 3.039999999999999858e+01 7.732599999999999909e+02 5.985999999999999943e+01 3.300000000000000000e+01
3.400799999999999934e-01 2.500000000000000000e+01 1.574000000000000021e+01 0.000000000000000000e+00 1.048000000000000043e+00 1.200799999999999912e+01 1.718000000000000114e+02 1.318420000000000059e+01 1.000000000000000000e+01 6.220000000000000000e+02 3.039999999999999858e+01 7.734199999999999591e+02 3.420000000000000284e+01 3.779999999999999716e+01
